created_month,created_year,cd,total_requests,serviced_month,requesttype,count_service,avg_request_closed,percentage_service
October,2020,Council District 14,6069,October,Dead Animal Removal,2,0,0.03
October,2020,Council District 14,6069,October,Electronic Waste,223,2,3.67
October,2020,Council District 14,6069,October,Graffiti Removal,994,15,16.38
October,2020,Council District 14,6069,October,Homeless Encampment,190,34,3.13
October,2020,Council District 14,6069,October,Illegal Dumping Pickup,586,8,9.66
October,2020,Council District 14,6069,October,Metal/Household Appliances,560,3,9.23
October,2020,Council District 14,6069,October,Multiple Streetlight Issue,21,30,0.35
October,2020,Council District 14,6069,October,Single Streetlight Issue,46,43,0.76
October,2020,Council District 15,6251,October,Bulky Items,4014,3,64.21
October,2020,Council District 15,6251,October,Dead Animal Removal,1,1,0.02
October,2020,Council District 15,6251,October,Electronic Waste,258,3,4.13
October,2020,Council District 15,6251,October,Graffiti Removal,219,2,3.5
October,2020,Council District 15,6251,October,Homeless Encampment,92,35,1.47
October,2020,Council District 15,6251,October,Illegal Dumping Pickup,672,6,10.75
October,2020,Council District 15,6251,October,Metal/Household Appliances,960,3,15.36
October,2020,Council District 15,6251,October,Multiple Streetlight Issue,10,71,0.16
October,2020,Council District 15,6251,October,Single Streetlight Issue,25,5,0.4
November,2020,Council District 1,5054,November,Bulky Items,2848,3,56.35
November,2020,Council District 1,5054,November,Electronic Waste,159,3,3.15
November,2020,Council District 1,5054,November,Graffiti Removal,913,3,18.06
November,2020,Council District 1,5054,November,Homeless Encampment,124,24,2.45
November,2020,Council District 1,5054,November,Illegal Dumping Pickup,434,6,8.59
November,2020,Council District 1,5054,November,Metal/Household Appliances,526,2,10.41
November,2020,Council District 1,5054,November,Multiple Streetlight Issue,13,29,0.26
November,2020,Council District 1,5054,November,Single Streetlight Issue,37,19,0.73
November,2020,Council District 2,6631,November,Bulky Items,4301,3,64.86
November,2020,Council District 2,6631,November,Electronic Waste,267,2,4.03
November,2020,Council District 2,6631,November,Graffiti Removal,712,2,10.74
November,2020,Council District 2,6631,November,Homeless Encampment,156,20,2.35
November,2020,Council District 2,6631,November,Illegal Dumping Pickup,487,4,7.34
November,2020,Council District 2,6631,November,Metal/Household Appliances,668,3,10.07
November,2020,Council District 2,6631,November,Multiple Streetlight Issue,16,66,0.24
November,2020,Council District 2,6631,November,Single Streetlight Issue,24,27,0.36
November,2020,Council District 3,5683,November,Bulky Items,3741,3,65.83
November,2020,Council District 3,5683,November,Electronic Waste,232,3,4.08
November,2020,Council District 3,5683,November,Graffiti Removal,395,2,6.95
November,2020,Council District 3,5683,November,Homeless Encampment,138,11,2.43
November,2020,Council District 3,5683,November,Illegal Dumping Pickup,336,4,5.91
November,2020,Council District 3,5683,November,Metal/Household Appliances,765,3,13.46
November,2020,Council District 3,5683,November,Multiple Streetlight Issue,37,48,0.65
November,2020,Council District 3,5683,November,Single Streetlight Issue,39,24,0.69
November,2020,Council District 4,4982,November,Bulky Items,3273,3,65.7
November,2020,Council District 4,4982,November,Electronic Waste,224,2,4.5
November,2020,Council District 4,4982,November,Graffiti Removal,375,3,7.53
November,2020,Council District 4,4982,November,Homeless Encampment,135,14,2.71
November,2020,Council District 4,4982,November,Illegal Dumping Pickup,242,4,4.86
November,2020,Council District 4,4982,November,Metal/Household Appliances,662,3,13.29
November,2020,Council District 4,4982,November,Multiple Streetlight Issue,27,30,0.54
November,2020,Council District 4,4982,November,Single Streetlight Issue,44,25,0.88
November,2020,Council District 5,4722,November,Bulky Items,3099,3,65.63
November,2020,Council District 5,4722,November,Electronic Waste,204,3,4.32
November,2020,Council District 5,4722,November,Graffiti Removal,318,5,6.73
November,2020,Council District 5,4722,November,Homeless Encampment,172,7,3.64
November,2020,Council District 5,4722,November,Illegal Dumping Pickup,262,4,5.55
November,2020,Council District 5,4722,November,Metal/Household Appliances,601,3,12.73
November,2020,Council District 5,4722,November,Multiple Streetlight Issue,15,20,0.32
November,2020,Council District 5,4722,November,Single Streetlight Issue,51,24,1.08
November,2020,Council District 6,5821,November,Bulky Items,3386,3,58.17
November,2020,Council District 6,5821,November,Electronic Waste,235,2,4.04
November,2020,Council District 6,5821,November,Graffiti Removal,707,2,12.15
November,2020,Council District 6,5821,November,Homeless Encampment,141,14,2.42
November,2020,Council District 6,5821,November,Illegal Dumping Pickup,795,3,13.66
November,2020,Council District 6,5821,November,Metal/Household Appliances,519,3,8.92
November,2020,Council District 6,5821,November,Multiple Streetlight Issue,19,61,0.33
November,2020,Council District 6,5821,November,Single Streetlight Issue,19,22,0.33
November,2020,Council District 7,5887,November,Bulky Items,3726,3,63.29
November,2020,Council District 7,5887,November,Electronic Waste,294,3,4.99
November,2020,Council District 7,5887,November,Graffiti Removal,253,0,4.3
November,2020,Council District 7,5887,November,Homeless Encampment,259,16,4.4
November,2020,Council District 7,5887,November,Illegal Dumping Pickup,641,4,10.89
November,2020,Council District 7,5887,November,Metal/Household Appliances,685,3,11.64
November,2020,Council District 7,5887,November,Multiple Streetlight Issue,13,33,0.22
November,2020,Council District 7,5887,November,Single Streetlight Issue,16,27,0.27
November,2020,Council District 8,7110,November,Bulky Items,4375,3,61.53
November,2020,Council District 8,7110,November,Electronic Waste,311,2,4.37
November,2020,Council District 8,7110,November,Graffiti Removal,355,5,4.99
November,2020,Council District 8,7110,November,Homeless Encampment,101,13,1.42
November,2020,Council District 8,7110,November,Illegal Dumping Pickup,1152,5,16.2
November,2020,Council District 8,7110,November,Metal/Household Appliances,777,2,10.93
November,2020,Council District 8,7110,November,Multiple Streetlight Issue,13,51,0.18
November,2020,Council District 8,7110,November,Single Streetlight Issue,26,18,0.37
November,2020,Council District 9,5381,November,Bulky Items,3053,3,56.74
November,2020,Council District 9,5381,November,Electronic Waste,200,2,3.72
November,2020,Council District 9,5381,November,Graffiti Removal,477,3,8.86
November,2020,Council District 9,5381,November,Homeless Encampment,157,25,2.92
November,2020,Council District 9,5381,November,Illegal Dumping Pickup,842,6,15.65
November,2020,Council District 9,5381,November,Metal/Household Appliances,528,2,9.81
November,2020,Council District 9,5381,November,Multiple Streetlight Issue,63,53,1.17
November,2020,Council District 9,5381,November,Single Streetlight Issue,61,40,1.13
November,2020,Council District 10,7403,November,Bulky Items,4108,3,55.49
November,2020,Council District 10,7403,November,Electronic Waste,266,2,3.59
November,2020,Council District 10,7403,November,Graffiti Removal,1127,2,15.22
November,2020,Council District 10,7403,November,Homeless Encampment,231,21,3.12
November,2020,Council District 10,7403,November,Illegal Dumping Pickup,850,5,11.48
November,2020,Council District 10,7403,November,Metal/Household Appliances,740,3,10.0
November,2020,Council District 10,7403,November,Multiple Streetlight Issue,12,32,0.16
November,2020,Council District 10,7403,November,Single Streetlight Issue,69,24,0.93
November,2020,Council District 11,4572,November,Bulky Items,2822,3,61.72
November,2020,Council District 11,4572,November,Electronic Waste,144,3,3.15
November,2020,Council District 11,4572,November,Graffiti Removal,470,4,10.28
November,2020,Council District 11,4572,November,Homeless Encampment,243,12,5.31
November,2020,Council District 11,4572,November,Illegal Dumping Pickup,293,5,6.41
November,2020,Council District 11,4572,November,Metal/Household Appliances,555,3,12.14
November,2020,Council District 11,4572,November,Multiple Streetlight Issue,12,2,0.26
November,2020,Council District 11,4572,November,Single Streetlight Issue,33,1,0.72
November,2020,Council District 12,7290,November,Bulky Items,4628,3,63.48
November,2020,Council District 12,7290,November,Electronic Waste,334,3,4.58
November,2020,Council District 12,7290,November,Graffiti Removal,594,2,8.15
November,2020,Council District 12,7290,November,Homeless Encampment,142,6,1.95
November,2020,Council District 12,7290,November,Illegal Dumping Pickup,391,3,5.36
November,2020,Council District 12,7290,November,Metal/Household Appliances,1087,3,14.91
November,2020,Council District 12,7290,November,Multiple Streetlight Issue,59,54,0.81
November,2020,Council District 12,7290,November,Single Streetlight Issue,55,29,0.75
November,2020,Council District 13,6264,November,Bulky Items,3548,3,56.64
November,2020,Council District 13,6264,November,Electronic Waste,202,2,3.22
November,2020,Council District 13,6264,November,Graffiti Removal,1116,4,17.82
November,2020,Council District 13,6264,November,Homeless Encampment,271,20,4.33
November,2020,Council District 13,6264,November,Illegal Dumping Pickup,455,5,7.26
November,2020,Council District 13,6264,November,Metal/Household Appliances,619,2,9.88
November,2020,Council District 13,6264,November,Multiple Streetlight Issue,21,12,0.34
November,2020,Council District 13,6264,November,Single Streetlight Issue,32,16,0.51
November,2020,Council District 14,5506,November,Bulky Items,3185,3,57.85
November,2020,Council District 14,5506,November,Electronic Waste,214,2,3.89
November,2020,Council District 14,5506,November,Graffiti Removal,841,9,15.27
November,2020,Council District 14,5506,November,Homeless Encampment,172,25,3.12
November,2020,Council District 14,5506,November,Illegal Dumping Pickup,445,6,8.08
November,2020,Council District 14,5506,November,Metal/Household Appliances,583,2,10.59
November,2020,Council District 14,5506,November,Multiple Streetlight Issue,24,29,0.44
November,2020,Council District 14,5506,November,Single Streetlight Issue,42,18,0.76
November,2020,Council District 15,5247,November,Bulky Items,3448,3,65.71
November,2020,Council District 15,5247,November,Electronic Waste,230,4,4.38
November,2020,Council District 15,5247,November,Graffiti Removal,191,2,3.64
November,2020,Council District 15,5247,November,Homeless Encampment,80,22,1.52
November,2020,Council District 15,5247,November,Illegal Dumping Pickup,498,6,9.49
November,2020,Council District 15,5247,November,Metal/Household Appliances,775,4,14.77
November,2020,Council District 15,5247,November,Multiple Streetlight Issue,7,48,0.13
November,2020,Council District 15,5247,November,Single Streetlight Issue,18,26,0.34
December,2020,Council District 1,5239,December,Bulky Items,2889,3,55.14
December,2020,Council District 1,5239,December,Electronic Waste,181,3,3.45
December,2020,Council District 1,5239,December,Graffiti Removal,1043,3,19.91
December,2020,Council District 1,5239,December,Homeless Encampment,110,21,2.1
December,2020,Council District 1,5239,December,Illegal Dumping Pickup,438,6,8.36
December,2020,Council District 1,5239,December,Metal/Household Appliances,514,3,9.81
December,2020,Council District 1,5239,December,Multiple Streetlight Issue,28,27,0.53
December,2020,Council District 1,5239,December,Single Streetlight Issue,36,29,0.69
December,2020,Council District 2,6494,December,Bulky Items,4190,3,64.52
December,2020,Council District 2,6494,December,Electronic Waste,258,3,3.97
December,2020,Council District 2,6494,December,Graffiti Removal,785,2,12.09
December,2020,Council District 2,6494,December,Homeless Encampment,127,16,1.96
December,2020,Council District 2,6494,December,Illegal Dumping Pickup,486,4,7.48
December,2020,Council District 2,6494,December,Metal/Household Appliances,628,3,9.67
December,2020,Council District 2,6494,December,Multiple Streetlight Issue,5,49,0.08
December,2020,Council District 2,6494,December,Single Streetlight Issue,15,24,0.23
December,2020,Council District 3,5952,December,Bulky Items,3816,3,64.11
December,2020,Council District 3,5952,December,Dead Animal Removal,1,1,0.02
December,2020,Council District 3,5952,December,Electronic Waste,252,3,4.23
December,2020,Council District 3,5952,December,Graffiti Removal,463,4,7.78
December,2020,Council District 3,5952,December,Homeless Encampment,183,11,3.07
December,2020,Council District 3,5952,December,Illegal Dumping Pickup,361,3,6.07
December,2020,Council District 3,5952,December,Metal/Household Appliances,822,3,13.81
December,2020,Council District 3,5952,December,Multiple Streetlight Issue,23,59,0.39
December,2020,Council District 3,5952,December,Single Streetlight Issue,31,36,0.52
December,2020,Council District 4,5388,December,Bulky Items,3568,3,66.22
December,2020,Council District 4,5388,December,Electronic Waste,220,3,4.08
December,2020,Council District 4,5388,December,Graffiti Removal,423,5,7.85
December,2020,Council District 4,5388,December,Homeless Encampment,139,15,2.58
December,2020,Council District 4,5388,December,Illegal Dumping Pickup,297,4,5.51
December,2020,Council District 4,5388,December,Metal/Household Appliances,665,2,12.34
December,2020,Council District 4,5388,December,Multiple Streetlight Issue,26,28,0.48
December,2020,Council District 4,5388,December,Single Streetlight Issue,50,30,0.93
December,2020,Council District 5,5164,December,Bulky Items,3366,3,65.18
December,2020,Council District 5,5164,December,Electronic Waste,253,2,4.9
December,2020,Council District 5,5164,December,Graffiti Removal,371,6,7.18
December,2020,Council District 5,5164,December,Homeless Encampment,193,20,3.74
December,2020,Council District 5,5164,December,Illegal Dumping Pickup,260,5,5.03
December,2020,Council District 5,5164,December,Metal/Household Appliances,661,2,12.8
December,2020,Council District 5,5164,December,Multiple Streetlight Issue,25,14,0.48
December,2020,Council District 5,5164,December,Single Streetlight Issue,35,19,0.68
December,2020,Council District 6,6720,December,Bulky Items,3904,3,58.1
December,2020,Council District 6,6720,December,Electronic Waste,280,2,4.17
December,2020,Council District 6,6720,December,Graffiti Removal,890,2,13.24
December,2020,Council District 6,6720,December,Homeless Encampment,167,15,2.49
December,2020,Council District 6,6720,December,Illegal Dumping Pickup,874,3,13.01
December,2020,Council District 6,6720,December,Metal/Household Appliances,574,2,8.54
December,2020,Council District 6,6720,December,Multiple Streetlight Issue,12,52,0.18
December,2020,Council District 6,6720,December,Single Streetlight Issue,19,28,0.28
December,2020,Council District 7,6256,December,Bulky Items,4001,3,63.95
December,2020,Council District 7,6256,December,Electronic Waste,322,3,5.15
December,2020,Council District 7,6256,December,Graffiti Removal,316,1,5.05
December,2020,Council District 7,6256,December,Homeless Encampment,201,11,3.21
December,2020,Council District 7,6256,December,Illegal Dumping Pickup,647,3,10.34
December,2020,Council District 7,6256,December,Metal/Household Appliances,741,3,11.84
December,2020,Council District 7,6256,December,Multiple Streetlight Issue,15,29,0.24
December,2020,Council District 7,6256,December,Single Streetlight Issue,13,28,0.21
December,2020,Council District 8,6896,December,Bulky Items,4301,3,62.37
December,2020,Council District 8,6896,December,Dead Animal Removal,1,1,0.01
December,2020,Council District 8,6896,December,Electronic Waste,323,2,4.68
December,2020,Council District 8,6896,December,Graffiti Removal,334,4,4.84
December,2020,Council District 8,6896,December,Homeless Encampment,98,19,1.42
December,2020,Council District 8,6896,December,Illegal Dumping Pickup,1096,8,15.89
December,2020,Council District 8,6896,December,Metal/Household Appliances,716,2,10.38
December,2020,Council District 8,6896,December,Multiple Streetlight Issue,9,49,0.13
December,2020,Council District 8,6896,December,Single Streetlight Issue,18,23,0.26
December,2020,Council District 9,5305,December,Bulky Items,3066,2,57.79
December,2020,Council District 9,5305,December,Electronic Waste,184,2,3.47
December,2020,Council District 9,5305,December,Graffiti Removal,466,3,8.78
December,2020,Council District 9,5305,December,Homeless Encampment,134,24,2.53
December,2020,Council District 9,5305,December,Illegal Dumping Pickup,837,6,15.78
December,2020,Council District 9,5305,December,Metal/Household Appliances,539,2,10.16
December,2020,Council District 9,5305,December,Multiple Streetlight Issue,26,36,0.49
December,2020,Council District 9,5305,December,Single Streetlight Issue,53,37,1.0
December,2020,Council District 10,7377,December,Bulky Items,4180,3,56.66
December,2020,Council District 10,7377,December,Electronic Waste,285,3,3.86
December,2020,Council District 10,7377,December,Graffiti Removal,1268,5,17.19
December,2020,Council District 10,7377,December,Homeless Encampment,195,17,2.64
December,2020,Council District 10,7377,December,Illegal Dumping Pickup,689,4,9.34
December,2020,Council District 10,7377,December,Metal/Household Appliances,723,3,9.8
December,2020,Council District 10,7377,December,Multiple Streetlight Issue,11,56,0.15
December,2020,Council District 10,7377,December,Single Streetlight Issue,26,22,0.35
December,2020,Council District 11,4181,December,Bulky Items,2662,3,63.67
December,2020,Council District 11,4181,December,Electronic Waste,155,3,3.71
December,2020,Council District 11,4181,December,Graffiti Removal,399,4,9.54
December,2020,Council District 11,4181,December,Homeless Encampment,171,13,4.09
December,2020,Council District 11,4181,December,Illegal Dumping Pickup,253,6,6.05
December,2020,Council District 11,4181,December,Metal/Household Appliances,513,3,12.27
December,2020,Council District 11,4181,December,Multiple Streetlight Issue,10,2,0.24
December,2020,Council District 11,4181,December,Single Streetlight Issue,18,3,0.43
December,2020,Council District 12,7136,December,Bulky Items,4599,3,64.45
December,2020,Council District 12,7136,December,Electronic Waste,350,3,4.9
December,2020,Council District 12,7136,December,Graffiti Removal,572,2,8.02
December,2020,Council District 12,7136,December,Homeless Encampment,134,8,1.88
December,2020,Council District 12,7136,December,Illegal Dumping Pickup,379,3,5.31
December,2020,Council District 12,7136,December,Metal/Household Appliances,1009,3,14.14
December,2020,Council District 12,7136,December,Multiple Streetlight Issue,43,40,0.6
December,2020,Council District 12,7136,December,Single Streetlight Issue,50,27,0.7
December,2020,Council District 13,6716,December,Bulky Items,3836,3,57.12
December,2020,Council District 13,6716,December,Electronic Waste,252,2,3.75
December,2020,Council District 13,6716,December,Graffiti Removal,1276,6,19.0
December,2020,Council District 13,6716,December,Homeless Encampment,184,18,2.74
December,2020,Council District 13,6716,December,Illegal Dumping Pickup,531,5,7.91
December,2020,Council District 13,6716,December,Metal/Household Appliances,584,2,8.7
December,2020,Council District 13,6716,December,Multiple Streetlight Issue,13,17,0.19
December,2020,Council District 13,6716,December,Single Streetlight Issue,40,11,0.6
December,2020,Council District 14,5590,December,Bulky Items,2960,3,52.95
December,2020,Council District 14,5590,December,Electronic Waste,222,3,3.97
December,2020,Council District 14,5590,December,Graffiti Removal,1270,6,22.72
December,2020,Council District 14,5590,December,Homeless Encampment,89,36,1.59
December,2020,Council District 14,5590,December,Illegal Dumping Pickup,436,6,7.8
December,2020,Council District 14,5590,December,Metal/Household Appliances,487,3,8.71
December,2020,Council District 14,5590,December,Multiple Streetlight Issue,23,18,0.41
December,2020,Council District 14,5590,December,Single Streetlight Issue,103,29,1.84
December,2020,Council District 15,5662,December,Bulky Items,3604,3,63.65
December,2020,Council District 15,5662,December,Electronic Waste,294,3,5.19
December,2020,Council District 15,5662,December,Graffiti Removal,230,2,4.06
December,2020,Council District 15,5662,December,Homeless Encampment,100,20,1.77
December,2020,Council District 15,5662,December,Illegal Dumping Pickup,576,7,10.17
December,2020,Council District 15,5662,December,Metal/Household Appliances,819,3,14.46
December,2020,Council District 15,5662,December,Multiple Streetlight Issue,15,42,0.26
December,2020,Council District 15,5662,December,Single Streetlight Issue,24,18,0.42
